I'mInLove,verse,A',C#:min7,VI,min7,2,2,0
I'mInLove,verse,A',E:maj,I,maj,2,2,0
I'mInLove,verse,A',A:maj7,IV,maj7,1,2,0
I'mInLove,verse,A',G#:min7,III,min7,1,2,0
I'mInLove,verse,A',F#:min7,II,min7,1,2,0
I'mInLove,verse,A',F#:min7,II,min7,2,2,0
I'mInLove,verse,A',B:9,V,9,2,2,0
I'mInLove,verse,A',E:maj6,I,maj6,1,2,0
I'mInLove,verse,A',B:maj6/3,V,maj6/3,1,2,0
I'mInLove,verse,A',C#:min7,VI,min7,1,2,0
I'mInLove,verse,A',C#:min7,VI,min7,2,2,0
I'mInLove,verse,A',E:maj,I,maj,2,2,0
I'mInLove,verse,A',A:maj7,IV,maj7,1,2,0
I'mInLove,verse,A',G#:min7,III,min7,1,2,0
I'mInLove,verse,A',F#:min7,II,min7,1,2,0
I'mInLove,verse,A',F#:min7,II,min7,2,2,0
I'mInLove,verse,A',G:min7,bIII,min7,2,2,0
I'mInLove,pre-chorus,B,G#:min7,III,min7,1,4,0
I'mInLove,pre-chorus,B,G#:min7,III,min7,2,4,0
I'mInLove,pre-chorus,B,A:maj,IV,maj,3,4,0
I'mInLove,pre-chorus,B,B:maj,V,maj,4,4,0
I'mInLove,chorus,C,E:maj,I,maj,1,4,0
I'mInLove,chorus,C,G#:min7,III,min7,1,4,0
I'mInLove,chorus,C,A:maj,IV,maj,1,4,0
I'mInLove,chorus,C,A:maj,IV,maj,2,4,0
I'mInLove,chorus,C,F#:min7,II,min7,3,4,0
I'mInLove,chorus,C,B:7,V,7,3,4,0
I'mInLove,chorus,C,E:maj,I,maj,3,4,0
I'mInLove,chorus,C,E:maj,I,maj,4,4,0
I'mInLove,chorus,C,F#:min7,II,min7,4,4,0
I'mInLove,chorus,C,G:min7,bIII,min7,4,4,0
I'mInLove,solo,B,G#:min7,III,min7,1,4,0
I'mInLove,solo,B,G#:min7,III,min7,2,4,0
I'mInLove,solo,B,A:maj,IV,maj,3,4,0
I'mInLove,solo,B,B:maj,V,maj,4,4,0
I'mInLove,chorus,A,E:maj6,I,maj6,1,2,0
I'mInLove,chorus,A,B:maj6/3,V,maj6/3,1,2,0
I'mInLove,chorus,A,C#:min7,VI,min7,1,2,0
I'mInLove,chorus,A,C#:min7,VI,min7,2,2,0
I'mInLove,chorus,A,E:maj,I,maj,2,2,0
I'mInLove,chorus,A,A:maj7,IV,maj7,1,2,0
I'mInLove,chorus,A,G#:min7,III,min7,1,2,0
I'mInLove,chorus,A,F#:min7,II,min7,1,2,0
I'mInLove,chorus,A,F#:min7,II,min7,2,2,0
I'mInLove,chorus,A,B:9,V,9,2,2,0
I'mInLove,chorus,A,E:maj6,I,maj6,1,2,0
I'mInLove,chorus,A,B:maj6/3,V,maj6/3,1,2,0
I'mInLove,chorus,A,C#:min7,VI,min7,1,2,0
I'mInLove,chorus,A,C#:min7,VI,min7,2,2,0
I'mInLove,chorus,A,E:maj,I,maj,2,2,0
I'mInLove,chorus,A,A:maj7,IV,maj7,1,2,0
I'mInLove,chorus,A,G#:min7,III,min7,1,2,0
I'mInLove,chorus,A,F#:min7,II,min7,1,2,0
I'mInLove,chorus,A,F#:min7,II,min7,2,2,0
I'mInLove,chorus,A,B:9,V,9,2,2,0
I'mInLove,fadeout,,E:maj6,I,maj6,1,2,0
I'mInLove,fadeout,,B:maj6/3,V,maj6/3,1,2,0
I'mInLove,fadeout,,C#:min7,VI,min7,1,2,0
I'mInLove,fadeout,,C#:min7,VI,min7,2,2,0
I'mInLove,fadeout,,E:maj,I,maj,2,2,0
I'mInLove,fadeout,,A:maj7,IV,maj7,1,2,0
I'mInLove,fadeout,,G#:min7,III,min7,1,2,0
I'mInLove,fadeout,,F#:min7,II,min7,1,2,0
I'mInLove,fadeout,,F#:min7,II,min7,2,2,0
I'mInLove,fadeout,,B:9,V,9,2,2,0
WeDontNeedAnotherHero(Thunderdome),intro,A,B:maj,I,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),intro,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),intro,A,B:maj,I,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),intro,A,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),intro,A,C#:min11/b3,II,min11/b3,1,4,0
WeDontNeedAnotherHero(Thunderdome),intro,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),intro,A,C#:maj,II,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),intro,A,C#:maj,II,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,B:maj,I,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,B:maj,I,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:min11/b3,II,min11/b3,1,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:maj,II,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:maj,II,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,B:maj,I,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,B:maj,I,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:min11/b3,II,min11/b3,1,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:maj,II,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:maj,II,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,C#:min9,II,min9,3,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,C#:min9,II,min9,4,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,C#:min9,II,min9,3,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,E:maj/3,IV,maj/3,4,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj/3,IV,maj/3,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,B:maj/3,I,maj/3,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,1,3,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,1,3,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,C#:min,II,min,2,3,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,C#:min,II,min,3,3,0
WeDontNeedAnotherHero(Thunderdome),verse,A,B:maj,I,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,B:maj,I,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:min11/b3,II,min11/b3,1,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:maj,II,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:maj,II,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,B:maj,I,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,B:maj,I,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:min11/b3,II,min11/b3,1,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:maj,II,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),verse,A,C#:maj,II,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,C#:min9,II,min9,3,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,C#:min9,II,min9,4,4,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,E:maj,IV,maj,1,5,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,F#:maj,V,maj,2,5,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,C#:min9,II,min9,3,5,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,C#:min9,II,min9,4,5,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,F#:maj,V,maj,5,5,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,E:maj/3,IV,maj/3,5,5,0
WeDontNeedAnotherHero(Thunderdome),pre-chorus,B,F#:maj,V,maj,5,5,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj/3,IV,maj/3,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,B:maj/3,I,maj/3,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,1,2,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,1,2,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,C#:min,II,min,2,2,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,B:maj,I,maj,2,2,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,A:maj,bVII,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,A:maj,bVII,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,C#:min,II,min,4,4,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,D:maj,bIII,maj,1,5,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,E:maj/b7,IV,maj/b7,2,5,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,D:maj,bIII,maj,3,5,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,E:7,IV,7,4,5,0
WeDontNeedAnotherHero(Thunderdome),bridge,D,E:7,IV,7,5,5,0
WeDontNeedAnotherHero(Thunderdome),solo,C,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,E:maj/3,IV,maj/3,2,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,E:maj,IV,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,B:maj/3,I,maj/3,4,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,E:maj/3,IV,maj/3,2,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,E:maj,IV,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,E:maj/3,IV,maj/3,4,4,0
WeDontNeedAnotherHero(Thunderdome),solo,C,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj/3,IV,maj/3,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,B:maj/3,I,maj/3,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,C#:min,II,min,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,C#:min,II,min,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj/3,IV,maj/3,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,1,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj/3,IV,maj/3,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,2,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,3,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,B:maj/3,I,maj/3,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj/13,V,maj/13,4,4,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,E:maj,IV,maj,1,3,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,F#:maj,V,maj,1,3,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,C#:min,II,min,2,3,0
WeDontNeedAnotherHero(Thunderdome),chorus,C,C#:min,II,min,3,3,0
WeDontNeedAnotherHero(Thunderdome),fadeout,,C#:min,II,min,1,4,0
WeDontNeedAnotherHero(Thunderdome),fadeout,,C#:min,II,min,2,4,0
WeDontNeedAnotherHero(Thunderdome),fadeout,,C#:min,II,min,3,4,0
WeDontNeedAnotherHero(Thunderdome),fadeout,,C#:min,II,min,4,4,0
ILove,intro,A,E:maj,I,maj,1,2,0
ILove,intro,A,E:maj,I,maj,2,2,0
ILove,verse,B,E:maj,I,maj,1,5,0
ILove,verse,B,A:maj,IV,maj,2,5,0
ILove,verse,B,E:maj,I,maj,2,5,0
ILove,verse,B,A:maj,IV,maj,3,5,0
ILove,verse,B,E:maj,I,maj,3,5,0
ILove,verse,B,B:7,V,7,4,5,0
ILove,verse,B,E:maj,I,maj,5,5,0
ILove,verse,B,E:maj,I,maj,1,6,0
ILove,verse,B,A:maj,IV,maj,2,6,0
ILove,verse,B,E:maj,I,maj,2,6,0
ILove,verse,B,A:maj,IV,maj,3,6,0
ILove,verse,B,E:maj,I,maj,3,6,0
ILove,verse,B,B:7,V,7,4,6,0
ILove,verse,B,E:maj,I,maj,5,6,0
ILove,verse,B,E:maj,I,maj,6,6,0
ILove,chorus,C,A:maj,IV,maj,1,4,0
ILove,chorus,C,B:7,V,7,2,4,0
ILove,chorus,C,E:maj,I,maj,3,4,0
ILove,chorus,C,E:maj,I,maj,4,4,0
ILove,verse,B,E:maj,I,maj,1,5,0
ILove,verse,B,A:maj,IV,maj,2,5,0
ILove,verse,B,E:maj,I,maj,2,5,0
ILove,verse,B,A:maj,IV,maj,3,5,0
ILove,verse,B,E:maj,I,maj,3,5,0
ILove,verse,B,B:7,V,7,4,5,0
ILove,verse,B,E:maj,I,maj,5,5,0
ILove,verse,B,E:maj,I,maj,1,6,0
ILove,verse,B,A:maj,IV,maj,2,6,0
ILove,verse,B,E:maj,I,maj,2,6,0
ILove,verse,B,A:maj,IV,maj,3,6,0
ILove,verse,B,E:maj,I,maj,3,6,0
ILove,verse,B,B:7,V,7,4,6,0
ILove,verse,B,E:maj,I,maj,5,6,0
ILove,verse,B,E:maj,I,maj,6,6,0
ILove,chorus,C,A:maj,IV,maj,1,4,0
ILove,chorus,C,B:7,V,7,2,4,0
ILove,chorus,C,E:maj,I,maj,3,4,0
ILove,chorus,C,C:7,bVI,7,4,4,0
ILove,verse,B,F:maj,bII,maj,1,5,0
ILove,verse,B,Bb:maj,bV,maj,2,5,0
ILove,verse,B,F:maj,bII,maj,2,5,0
ILove,verse,B,Bb:maj,bV,maj,3,5,0
ILove,verse,B,F:maj,bII,maj,3,5,0
ILove,verse,B,C:7,bVI,7,4,5,0
ILove,verse,B,F:maj,bII,maj,5,5,0
ILove,verse,B,F:maj,bII,maj,1,6,0
ILove,verse,B,Bb:maj,bV,maj,2,6,0
ILove,verse,B,F:maj,bII,maj,2,6,0
ILove,verse,B,Bb:maj,bV,maj,3,6,0
ILove,verse,B,F:maj,bII,maj,3,6,0
ILove,verse,B,C:7,bVI,7,4,6,0
ILove,verse,B,F:maj,bII,maj,5,6,0
ILove,verse,B,F:maj,bII,maj,6,6,0
ILove,chorus,C,Bb:maj,bV,maj,1,4,0
ILove,chorus,C,C:7,bVI,7,2,4,0
ILove,chorus,C,F:maj,bII,maj,3,4,0
ILove,chorus,C,F:maj,bII,maj,4,4,0
Sukiyaki,intro,A',Bb:maj,V,maj,1,4,0
Sukiyaki,intro,A',Ab:maj7/9,IV,maj7/9,1,4,0
Sukiyaki,intro,A',Bb:maj,V,maj,2,4,0
Sukiyaki,intro,A',Ab:maj7/9,IV,maj7/9,2,4,0
Sukiyaki,intro,A',Bb:maj,V,maj,3,4,0
Sukiyaki,intro,A',Ab:maj7/9,IV,maj7/9,3,4,0
Sukiyaki,intro,A',Bb:maj,V,maj,4,4,0
Sukiyaki,intro,A',Ab:maj7/9,IV,maj7/9,4,4,0
Sukiyaki,verse,A',Bb:maj,V,maj,1,4,0
Sukiyaki,verse,A',Ab:maj7/9,IV,maj7/9,1,4,0
Sukiyaki,verse,A',Bb:maj,V,maj,2,4,0
Sukiyaki,verse,A',Ab:maj7/9,IV,maj7/9,2,4,0
Sukiyaki,verse,A',Bb:maj,V,maj,3,4,0
Sukiyaki,verse,A',Ab:maj7/9,IV,maj7/9,3,4,0
Sukiyaki,verse,A',Bb:maj,V,maj,4,4,0
Sukiyaki,verse,A',Ab:maj7/9,IV,maj7/9,4,4,0
Sukiyaki,verse,A',Eb:maj/5,I,maj/5,1,4,0
Sukiyaki,verse,A',Ab:maj/9,IV,maj/9,1,4,0
Sukiyaki,verse,A',Bb:maj,V,maj,2,4,0
Sukiyaki,verse,A',G:sus4,III,sus4,2,4,0
Sukiyaki,verse,A',G:maj,III,maj,2,4,0
Sukiyaki,verse,A',Eb:maj,I,maj,3,4,0
Sukiyaki,verse,A',Ab:maj,IV,maj,3,4,0
Sukiyaki,verse,A',F:min,II,min,3,4,0
Sukiyaki,verse,A',Bb:7,V,7,4,4,0
Sukiyaki,verse,A,Eb:maj7,I,maj7,1,4,0
Sukiyaki,verse,A,C:min,VI,min,1,4,0
Sukiyaki,verse,A,Eb:maj,I,maj,2,4,0
Sukiyaki,verse,A,C:min,VI,min,2,4,0
Sukiyaki,verse,A,Bb:maj,V,maj,2,4,0
Sukiyaki,verse,A,Eb:maj,I,maj,3,4,0
Sukiyaki,verse,A,G:min,III,min,3,4,0
Sukiyaki,verse,A,C:min,VI,min,4,4,0
Sukiyaki,verse,A,Bb:maj,V,maj,4,4,0
Sukiyaki,verse,A,Eb:maj,I,maj,1,4,0
Sukiyaki,verse,A,Ab:maj7,IV,maj7,1,4,0
Sukiyaki,verse,A,Ab:maj7,IV,maj7,2,4,0
Sukiyaki,verse,A,G:sus4,III,sus4,2,4,0
Sukiyaki,verse,A,G:maj,III,maj,2,4,0
Sukiyaki,verse,A,Eb:maj,I,maj,3,4,0
Sukiyaki,verse,A,Ab:maj,IV,maj,3,4,0
Sukiyaki,verse,A,F:min,II,min,3,4,0
Sukiyaki,verse,A,Eb:maj(9),I,maj(9),4,4,0
Sukiyaki,chorus,B,Ab:maj7,IV,maj7,1,4,0
Sukiyaki,chorus,B,Bb:7,V,7,1,4,0
Sukiyaki,chorus,B,Eb:maj,I,maj,2,4,0
Sukiyaki,chorus,B,Eb:7,I,7,2,4,0
Sukiyaki,chorus,B,Ab:min7,IV,min7,3,4,0
Sukiyaki,chorus,B,Db:7,bVII,7,3,4,0
Sukiyaki,chorus,B,G:min,III,min,4,4,0
Sukiyaki,chorus,B,C:min,VI,min,4,4,0
Sukiyaki,chorus,B,Bb:sus4(b7),V,sus4(b7),4,4,0
Sukiyaki,chorus,B,Bb:7,V,7,4,4,0
Sukiyaki,chorus,B,Eb:maj,I,maj,1,4,0
Sukiyaki,chorus,B,C:min,VI,min,1,4,0
Sukiyaki,chorus,B,Eb:maj,I,maj,2,4,0
Sukiyaki,chorus,B,C:min,VI,min,2,4,0
Sukiyaki,chorus,B,Bb:maj,V,maj,2,4,0
Sukiyaki,chorus,B,Eb:maj,I,maj,3,4,0
Sukiyaki,chorus,B,G:min,III,min,3,4,0
Sukiyaki,chorus,B,C:min,VI,min,4,4,0
Sukiyaki,chorus,B,Bb:maj,V,maj,4,4,0
Sukiyaki,chorus,B,Eb:maj,I,maj,1,4,0
Sukiyaki,chorus,B,Ab:maj7,IV,maj7,1,4,0
Sukiyaki,chorus,B,Ab:maj7,IV,maj7,2,4,0
Sukiyaki,chorus,B,G:sus4,III,sus4,2,4,0
Sukiyaki,chorus,B,G:maj,III,maj,2,4,0
Sukiyaki,chorus,B,Eb:maj,I,maj,3,4,0
Sukiyaki,chorus,B,Ab:maj,IV,maj,3,4,0
Sukiyaki,chorus,B,F:min,II,min,3,4,0
Sukiyaki,chorus,B,Eb:maj7,I,maj7,4,4,0
Sukiyaki,solo,A,Eb:maj,I,maj,1,4,0
Sukiyaki,solo,A,C:min,VI,min,1,4,0
Sukiyaki,solo,A,Eb:maj,I,maj,2,4,0
Sukiyaki,solo,A,C:min,VI,min,2,4,0
Sukiyaki,solo,A,Bb:sus4,V,sus4,2,4,0
Sukiyaki,solo,A,Eb:maj,I,maj,3,4,0
Sukiyaki,solo,A,G:min,III,min,3,4,0
Sukiyaki,solo,A,C:min,VI,min,4,4,0
Sukiyaki,solo,A,Bb:maj,V,maj,4,4,0
Sukiyaki,solo,A,Eb:maj,I,maj,1,4,0
Sukiyaki,solo,A,Ab:maj7,IV,maj7,1,4,0
Sukiyaki,solo,A,Ab:maj7,IV,maj7,2,4,0
Sukiyaki,solo,A,G:sus4,III,sus4,2,4,0
Sukiyaki,solo,A,G:maj,III,maj,2,4,0
Sukiyaki,solo,A,Eb:maj,I,maj,3,4,0
Sukiyaki,solo,A,Ab:maj,IV,maj,3,4,0
Sukiyaki,solo,A,F:min,II,min,3,4,0
Sukiyaki,solo,A,Eb:maj7,I,maj7,4,4,0
Sukiyaki,verse,A,Eb:maj,I,maj,1,4,0
Sukiyaki,verse,A,C:min,VI,min,1,4,0
Sukiyaki,verse,A,Eb:maj,I,maj,2,4,0
Sukiyaki,verse,A,C:min,VI,min,2,4,0
Sukiyaki,verse,A,Bb:maj,V,maj,2,4,0
Sukiyaki,verse,A,Eb:maj,I,maj,3,4,0
Sukiyaki,verse,A,G:min,III,min,3,4,0
Sukiyaki,verse,A,C:min,VI,min,4,4,0
Sukiyaki,verse,A,Bb:maj,V,maj,4,4,0
Sukiyaki,verse,A,Eb:maj,I,maj,1,6,0
Sukiyaki,verse,A,Ab:maj7,IV,maj7,1,6,0
Sukiyaki,verse,A,Ab:maj7,IV,maj7,2,6,0
Sukiyaki,verse,A,G:sus4,III,sus4,2,6,0
Sukiyaki,verse,A,G:maj,III,maj,2,6,0
Sukiyaki,verse,A,Eb:maj,I,maj,3,6,0
Sukiyaki,verse,A,Ab:maj,IV,maj,3,6,0
Sukiyaki,verse,A,F:min,II,min,3,6,0
Sukiyaki,verse,A,C:min,VI,min,4,6,0
Sukiyaki,verse,A,F:maj,II,maj,4,6,0
Sukiyaki,verse,A,F:min,II,min,5,6,0
Sukiyaki,verse,A,G:min,III,min,5,6,0
Sukiyaki,verse,A,Ab:maj,IV,maj,5,6,0
Sukiyaki,verse,A,Bb:sus4,V,sus4,5,6,0
Sukiyaki,verse,A,&pause,NonHarmonic,NonHarmonic,6,6,0
Sukiyaki,outro,A',Eb:maj/5,I,maj/5,1,4,0
Sukiyaki,outro,A',Ab:maj7/9,IV,maj7/9,1,4,0
