SongName	I-I	I-bII	I-II	I-bIII	I-III	I-bIV	I-IV	I-bV	I-V	I-bVI	I-VI	I-bVII	I-VII	bII-I	bII-bII	bII-II	bII-bIII	bII-III	bII-bIV	bII-IV	bII-bV	bII-V	bII-bVI	bII-VI	bII-bVII	bII-VII	III-I	III-bII	III-II	III-bIII	III-III	III-bIV	III-IV	III-bV	III-V	III-bVI	III-VI	III-bVII	III-VII	bIV-I	bIV-bII	bIV-II	bIV-bIII	bIV-III	bIV-bIV	bIV-IV	bIV-bV	bIV-V	bIV-bVI	bIV	VI	bIV-bVII	bIV-VII	IV-I	IV-bII	IV-II	IV-bIII	IV-III	IV-vIV	IV-IV	IV-bV	IV-V	IV-bVI	IV-VI	IV-bVII	IV-VII	bV-I	bV-bII	bV-II	bV-bIII	bV-III	bV-bIV	bV-IV	bV-bV	bV-V	bV-bVI	bV-VI	bV-bVII	bV-VII	V-I	V-bII	V-II	V-bIII	V-III	V-bIV	V-V	V-bVI	V-VI	V-bVII	V-VII	bVI-I	bVI-bII	bVI-II	bVI-bIII	bVI-III	bVI-bIV	bVI-IV	bVI-bV	bVI-V	bVI-bVI	bVI-VI	bVI-bVII	bVI-VII	VI-I	VI-bII	VI-II	VI-bIII	VI-III	VI-bIV	VI-IV	VI-bV	VI-V	VI-bVI	VI-VI	VI-bVII	VI-VII	bVII-I	bVII-bII	bVII-II	bVII-bIII	bVII-III	bVII-bIV	bVII-IV	bVII-bIV	bVII-IV	bVII-bV	bVII-V	bVII-bVI	bVII-VI	bVII-bVII	bVII-VII	VII-I	VII-bII	VII-II	VII-bIII	VII-III	VII-bIV	VII-IV	VII-bV	VII-V	VII-bVI	VII-VI	VII-bVII	VII-VII
TimeWillReveal	0.181818182	0	0.181818182	0.636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157894737	0	0.789473684	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391304348	0	0.391304348	0	0	0	0.217391304	0	0	0.409090909	0	0	0.227272727	0.068181818	0	0.090909091	0	0	0	0.136363636	0.068181818	0	0	0	0	0	0	1	0	0	0	0	0	0.375	0	0	0.083333333	0.25	0.291666667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.727272727	0.272727273	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.066666667	0	0	0.333333333	0	0	0	0	0
RockAndRollNeverForgets	0.538461538	0.08974359	0	0.307692308	0.051282051	0	0	0	0	0	0.012820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260869565	0.52173913	0	0	0.217391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.266666667	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OnlySixteen	0.45	0	0	0.425	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033333333	0	0	0.033333333	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.612903226	0	0	0.35483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mr.Bojangles	0.76056338	0	0.070422535	0.169014085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.147058824	0	0	0.5	0.352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193548387	0	0	0.080645161	0.580645161	0.14516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178571429	0	0	0.321428571	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LoversWhoWander	0.5	0.090909091	0	0	0	0.409090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0.5	0.409090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGotStripes	0.733333333	0	0	0	0.266666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222	0	0	0	0.777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BabyWorkout	0.739726027	0	0	0.123287671	0.123287671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0.3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Still	0.545454545	0.159090909	0	0.181818182	0	0	0	0	0	0	0	0.113636364	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333	0.133333333	0	0	0.733333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095238095	0.285714286	0	0.238095238	0.380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28125	0	0	0.25	0.40625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LoveMeWarmAndTender	0.814814815	0.148148148	0	0	0	0	0	0	0	0	0.037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666667	0.833333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0.125	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDroveAllNight	0.217391304	0	0.304347826	0.086956522	0.086956522	0.304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.32	0	0	0.36	0.24	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076923077	0.41025641	0.461538462	0.051282051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846154	0	0	0.307692308	0.538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
One	0.134615385	0.019230769	0	0	0.009615385	0	0	0.509615385	0.105769231	0	0.153846154	0.067307692	0.761904762	0.031746032	0	0	0	0	0	0.031746032	0.095238095	0	0	0.079365079	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0.142857143	0	0.071428571	0	0	0	0	0.071428571	0.107142857	0	0.571428571	0.035714286	0	0	0	0	0	0	0	1	0	0	0	0	0.058823529	0	0	0	0.470588235	0	0	0.117647059	0.294117647	0	0.058823529	0	0	0	0	1	0	0	0	0	0	0	0	0	0.714285714	0	0	0.071428571	0	0	0	0	0	0	0.214285714	0	0.409090909	0	0	0.181818182	0.113636364	0	0	0	0	0.181818182	0	0.113636364	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.111111111	0.055555556	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
FunnyGirl	0.428571429	0.142857143	0	0.142857143	0	0.071428571	0	0.071428571	0.071428571	0	0	0.071428571	0	1	0	0	0	0	0	0	0	0	0	0	0.066666667	0.266666667	0.066666667	0.133333333	0.133333333	0	0	0.066666667	0.066666667	0	0.066666667	0	0	0.333333333	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0.25	0.25	0	0	0	0.2	0.2	0	0.2	0	0	0	0	0	0.4	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0.25	0.125	0.125	0	0.375	0	0	0	0	0	0.125	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0.2	0.6	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
SouthernCross	0.238095238	0	0	0.253968254	0	0	0	0	0	0	0	0.507936508	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673076923	0.038461538	0	0	0.269230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0	0.25	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDontWantYourLove	0.642857143	0	0	0	0	0	0	0	0	0	0.107142857	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481481481	0	0	0.518518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YouCan'tJudgeABookByTheCover	0.922077922	0	0	0.038961039	0.025974026	0	0	0	0	0.012987013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
You'veGotAnotherThingComin'	0.637037037	0	0	0.081481481	0	0	0	0	0.207407407	0	0.059259259	0.014814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064516129	0	0	0.903225806	0.032258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857142857	0	0	0.020408163	0.081632653	0	0	0	0	0	0.040816327	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.8	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ThereGoesMyEverything	0.571428571	0.071428571	0	0.178571429	0.178571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.3125	0	0.25	0.25	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857142857	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IfICouldTurnBackTime	0.351351351	0	0	0.648648649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0.5	0	0	0.4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195121951	0	0.219512195	0.43902439	0.146341463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423076923	0	0	0.173076923	0.403846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RockyMountainHigh	0	0.711111111	0	0.288888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076923077	0.923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936170213	0	0	0.063829787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoldOn	0.2	0.133333333	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0.4	0	0	0	0	0	0	0.184210526	0	0.052631579	0.052631579	0.657894737	0.026315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565217391	0	0	0.369565217	0	0.02173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WillieAndTheHandJive	0.784313725	0	0	0.137254902	0.058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727273	0	0	0.363636364	0	0	0	0	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WannaBeStartin'Somethin'	0.444444444	0.555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983050847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patches	0.470588235	0	0.147058824	0.382352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428571429	0	0	0	0.428571429	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.409090909	0.045454545	0	0	0.272727273	0.272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EleanorRigby	0.796875	0	0	0.046875	0	0	0	0	0	0	0.140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HelloHello	0.233333333	0	0	0.466666667	0.2	0.033333333	0.066666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.473684211	0.263157895	0	0	0.210526316	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0.3125	0	0	0	0.0625	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.285714286	0	0.071428571	0.142857143	0.285714286	0	0	0	0	0.071428571	0.142857143	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0.142857143	0	0.285714286	0	0	0.285714286	0	0	0	0	0	0.285714286
TheAnaheim,Azusa&CucamongaSewingCircle,BookReviewAndTimingAssociation	0.866666667	0	0	0.066666667	0	0	0	0	0	0	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717391304	0	0	0.130434783	0.152173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.6	0	0	0	0	0	0	0	0.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0.571428571	0	0	0.142857143	0.285714286	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.2	0.4	0	0	0	0.066666667	0.266666667	0	0	0	0	0.066666667	0	0.230769231	0	0	0	0	0.076923077	0	0.461538462	0	0	0.230769231	0	0	0	0	0	0.5	0.375	0	0	0.125	0	0
SecretLove	0.72972973	0.054054054	0	0.054054054	0	0.054054054	0	0	0	0	0	0.108108108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388888889	0.333333333	0	0	0.222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Misunderstanding	0.666666667	0.166666667	0	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.6	0	0.16	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.090909091	0	0	0.909090909	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0
Boulevard	0.287671233	0	0	0.438356164	0.273972603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630952381	0	0	0.071428571	0.297619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777777778	0.111111111	0.111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TreatHerLikeALady	0.818181818	0	0	0	0	0	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555555556	0	0	0	0	0	0	0	0.444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AlwaysonMyMind	0	0.170731707	0	0.219512195	0.609756098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.222222222	0.444444444	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388888889	0	0	0	0.611111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323943662	0.028169014	0	0.295774648	0.014084507	0.281690141	0	0	0.056338028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGotMyMindSetOnYou	0.081081081	0	0	0.486486486	0.243243243	0.189189189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.416666667	0	0	0	0.583333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.926829268	0	0	0	0.048780488	0.024390244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483870968	0	0.516129032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGotYou(IFeelGood)	0.68	0	0	0.14	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0.36	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILikeTheWay(TheKissingGame)	0	0	0	0.454545455	0	0	0	0	0	0	0	0.545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057692308	0.346153846	0	0.115384615	0	0	0	0	0.153846154	0	0.076923077	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.607142857	0	0	0.392857143	0	0	0	0	0	0	0	0	0	0	0	0.8	0.066666667	0	0	0	0	0	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0	0	0.074074074	0	0	0.444444444	0.037037037	0	0	0	0	0	0.444444444	0	0	0	0	0	0	0	0	0	0	0	0	0
Cecilia	0.134615385	0	0	0.538461538	0.307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411764706	0	0	0.588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RockandRoll,HoochieKoo	0.216666667	0	0	0	0.05	0	0	0	0.4	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705882353	0	0	0	0	0	0	0	0.294117647	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476190476	0	0	0.523809524	0	0	0	0	0	0	0	0	0	0	0	0	0.952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pressure	0.21978022	0	0	0.32967033	0	0.120879121	0	0	0.021978022	0	0	0.307692308	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.25	0	0.5	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242424242	0	0	0.242424242	0.454545455	0	0	0	0	0	0	0.060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.789473684	0	0	0	0.210526316	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0	0.125	0	0	0	0.25	0	1	0	0	0	0	0	0	0	0	0	0	0
Jump(forMyLove)	0.624113475	0	0	0.24822695	0.028368794	0.014184397	0	0	0	0	0	0.085106383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942857143	0	0	0	0	0	0	0.057142857	0	0	0	0	0	0	0	0	0	0	0	0	0.906976744	0	0	0	0.046511628	0	0	0	0.046511628	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.6	0	0	0	0.1	0	0	0	0	0	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0
